u,v,label,score,model,case,group
A000254,A000543,1,5.0,common_neighbors,case1,Heuristic
A000006,A000362,1,11.0,common_neighbors,case1,Heuristic
A000340,A000556,1,8.0,common_neighbors,case1,Heuristic
A000377,A000378,1,7.0,common_neighbors,case1,Heuristic
A000048,A000374,1,4.0,common_neighbors,case1,Heuristic
A000344,A000351,1,3.0,common_neighbors,case1,Heuristic
A000246,A000434,1,4.0,common_neighbors,case1,Heuristic
A000397,A000543,1,6.0,common_neighbors,case1,Heuristic
A000115,A000333,1,3.0,common_neighbors,case1,Heuristic
A000416,A000546,1,9.0,common_neighbors,case1,Heuristic
A000306,A000383,1,2.0,common_neighbors,case1,Heuristic
A000126,A000435,1,7.0,common_neighbors,case1,Heuristic
A000186,A000430,1,4.0,common_neighbors,case1,Heuristic
A000066,A000080,1,2.0,common_neighbors,case1,Heuristic
A000192,A000196,1,5.0,common_neighbors,case1,Heuristic
A000003,A000382,1,3.0,common_neighbors,case1,Heuristic
A000377,A000509,1,1.0,common_neighbors,case1,Heuristic
A000374,A000478,1,5.0,common_neighbors,case1,Heuristic
A000114,A000378,1,2.0,common_neighbors,case1,Heuristic
A000217,A000367,1,6.0,common_neighbors,case1,Heuristic
A000410,A000562,1,8.0,common_neighbors,case1,Heuristic
A000080,A000462,1,9.0,common_neighbors,case1,Heuristic
A000225,A000564,1,3.0,common_neighbors,case1,Heuristic
A000047,A000226,1,4.0,common_neighbors,case1,Heuristic
A000293,A000482,1,4.0,common_neighbors,case1,Heuristic
A000129,A000155,1,3.0,common_neighbors,case1,Heuristic
A000304,A000560,1,8.0,common_neighbors,case1,Heuristic
A000281,A000348,1,5.0,common_neighbors,case1,Heuristic
A000165,A000267,1,7.0,common_neighbors,case1,Heuristic
A000411,A000525,1,7.0,common_neighbors,case1,Heuristic
A000068,A000429,1,2.0,common_neighbors,case1,Heuristic
A000248,A000370,1,5.0,common_neighbors,case1,Heuristic
A000427,A000472,1,5.0,common_neighbors,case1,Heuristic
A000240,A000270,1,4.0,common_neighbors,case1,Heuristic
A000001,A000262,1,4.0,common_neighbors,case1,Heuristic
A000274,A000473,1,6.0,common_neighbors,case1,Heuristic
A000141,A000210,1,2.0,common_neighbors,case1,Heuristic
A000208,A000329,1,3.0,common_neighbors,case1,Heuristic
A000010,A000137,1,9.0,common_neighbors,case1,Heuristic
A000048,A000137,1,12.0,common_neighbors,case1,Heuristic
A000158,A000545,1,2.0,common_neighbors,case1,Heuristic
A000475,A000477,1,1.0,common_neighbors,case1,Heuristic
A000136,A000209,1,15.0,common_neighbors,case1,Heuristic
A000105,A000503,1,7.0,common_neighbors,case1,Heuristic
A000026,A000303,1,8.0,common_neighbors,case1,Heuristic
A000106,A000124,1,3.0,common_neighbors,case1,Heuristic
A000037,A000454,1,5.0,common_neighbors,case1,Heuristic
A000381,A000426,1,7.0,common_neighbors,case1,Heuristic
A000206,A000320,1,1.0,common_neighbors,case1,Heuristic
A000496,A000538,1,11.0,common_neighbors,case1,Heuristic
A000030,A000171,1,4.0,common_neighbors,case1,Heuristic
A000407,A000553,1,4.0,common_neighbors,case1,Heuristic
A000241,A000255,1,4.0,common_neighbors,case1,Heuristic
A000414,A000516,1,4.0,common_neighbors,case1,Heuristic
A000054,A000458,1,5.0,common_neighbors,case1,Heuristic
A000055,A000166,1,6.0,common_neighbors,case1,Heuristic
A000321,A000560,1,6.0,common_neighbors,case1,Heuristic
A000199,A000354,1,8.0,common_neighbors,case1,Heuristic
A000251,A000454,1,3.0,common_neighbors,case1,Heuristic
A000072,A000219,1,2.0,common_neighbors,case1,Heuristic
A000114,A000533,1,3.0,common_neighbors,case1,Heuristic
A000237,A000477,1,3.0,common_neighbors,case1,Heuristic
A000278,A000398,1,7.0,common_neighbors,case1,Heuristic
A000181,A000569,1,0.0,common_neighbors,case1,Heuristic
A000093,A000493,1,6.0,common_neighbors,case1,Heuristic
A000248,A000305,1,4.0,common_neighbors,case1,Heuristic
A000401,A000467,1,2.0,common_neighbors,case1,Heuristic
A000381,A000382,1,6.0,common_neighbors,case1,Heuristic
A000349,A000493,1,5.0,common_neighbors,case1,Heuristic
A000090,A000206,1,3.0,common_neighbors,case1,Heuristic
A000370,A000426,1,8.0,common_neighbors,case1,Heuristic
A000137,A000321,1,10.0,common_neighbors,case1,Heuristic
A000175,A000552,1,5.0,common_neighbors,case1,Heuristic
A000333,A000550,1,18.0,common_neighbors,case1,Heuristic
A000164,A000425,1,3.0,common_neighbors,case1,Heuristic
A000187,A000305,1,4.0,common_neighbors,case1,Heuristic
A000230,A000468,1,3.0,common_neighbors,case1,Heuristic
A000191,A000417,1,2.0,common_neighbors,case1,Heuristic
A000051,A000279,1,6.0,common_neighbors,case1,Heuristic
A000109,A000388,1,4.0,common_neighbors,case1,Heuristic
A000099,A000312,1,1.0,common_neighbors,case1,Heuristic
A000028,A000471,1,7.0,common_neighbors,case1,Heuristic
A000143,A000323,1,3.0,common_neighbors,case1,Heuristic
A000010,A000274,1,11.0,common_neighbors,case1,Heuristic
A000272,A000381,1,7.0,common_neighbors,case1,Heuristic
A000255,A000257,1,5.0,common_neighbors,case1,Heuristic
A000101,A000191,1,2.0,common_neighbors,case1,Heuristic
A000272,A000382,1,3.0,common_neighbors,case1,Heuristic
A000004,A000413,1,6.0,common_neighbors,case1,Heuristic
A000031,A000205,1,1.0,common_neighbors,case1,Heuristic
A000365,A000535,1,1.0,common_neighbors,case1,Heuristic
A000300,A000305,1,5.0,common_neighbors,case1,Heuristic
A000026,A000422,1,9.0,common_neighbors,case1,Heuristic
A000100,A000398,1,2.0,common_neighbors,case1,Heuristic
A000029,A000255,1,4.0,common_neighbors,case1,Heuristic
A000012,A000493,1,8.0,common_neighbors,case1,Heuristic
A000142,A000274,1,6.0,common_neighbors,case1,Heuristic
A000229,A000507,1,4.0,common_neighbors,case1,Heuristic
A000105,A000374,1,2.0,common_neighbors,case1,Heuristic
A000122,A000274,1,3.0,common_neighbors,case1,Heuristic
A000333,A000381,1,4.0,common_neighbors,case1,Heuristic
A000205,A000387,1,1.0,common_neighbors,case1,Heuristic
A000095,A000139,1,5.0,common_neighbors,case1,Heuristic
A000056,A000178,1,5.0,common_neighbors,case1,Heuristic
A000378,A000390,1,3.0,common_neighbors,case1,Heuristic
A000260,A000268,1,6.0,common_neighbors,case1,Heuristic
A000262,A000477,1,2.0,common_neighbors,case1,Heuristic
A000198,A000249,1,4.0,common_neighbors,case1,Heuristic
A000107,A000477,1,2.0,common_neighbors,case1,Heuristic
A000432,A000540,1,4.0,common_neighbors,case1,Heuristic
A000198,A000378,1,3.0,common_neighbors,case1,Heuristic
A000475,A000566,1,5.0,common_neighbors,case1,Heuristic
A000177,A000531,1,3.0,common_neighbors,case1,Heuristic
A000087,A000110,1,5.0,common_neighbors,case1,Heuristic
A000042,A000455,1,1.0,common_neighbors,case1,Heuristic
A000043,A000451,1,10.0,common_neighbors,case1,Heuristic
A000321,A000538,1,10.0,common_neighbors,case1,Heuristic
A000186,A000229,1,2.0,common_neighbors,case1,Heuristic
A000156,A000244,1,2.0,common_neighbors,case1,Heuristic
A000182,A000197,1,7.0,common_neighbors,case1,Heuristic
A000179,A000321,1,18.0,common_neighbors,case1,Heuristic
A000197,A000255,1,8.0,common_neighbors,case1,Heuristic
A000024,A000473,1,6.0,common_neighbors,case1,Heuristic
A000334,A000559,1,5.0,common_neighbors,case1,Heuristic
A000319,A000474,1,11.0,common_neighbors,case1,Heuristic
A000310,A000363,1,5.0,common_neighbors,case1,Heuristic
A000044,A000056,1,6.0,common_neighbors,case1,Heuristic
A000026,A000518,1,6.0,common_neighbors,case1,Heuristic
A000177,A000332,1,1.0,common_neighbors,case1,Heuristic
A000380,A000467,1,4.0,common_neighbors,case1,Heuristic
A000143,A000402,1,11.0,common_neighbors,case1,Heuristic
A000462,A000485,1,9.0,common_neighbors,case1,Heuristic
A000047,A000379,1,7.0,common_neighbors,case1,Heuristic
A000109,A000430,1,5.0,common_neighbors,case1,Heuristic
A000087,A000213,1,6.0,common_neighbors,case1,Heuristic
A000190,A000506,1,1.0,common_neighbors,case1,Heuristic
A000059,A000448,1,5.0,common_neighbors,case1,Heuristic
A000084,A000274,1,5.0,common_neighbors,case1,Heuristic
A000195,A000318,1,8.0,common_neighbors,case1,Heuristic
A000109,A000513,1,3.0,common_neighbors,case1,Heuristic
A000033,A000125,1,11.0,common_neighbors,case1,Heuristic
A000189,A000391,1,5.0,common_neighbors,case1,Heuristic
A000476,A000531,1,3.0,common_neighbors,case1,Heuristic
A000253,A000274,1,6.0,common_neighbors,case1,Heuristic
A000043,A000518,1,10.0,common_neighbors,case1,Heuristic
A000023,A000477,1,1.0,common_neighbors,case1,Heuristic
A000319,A000362,1,8.0,common_neighbors,case1,Heuristic
A000249,A000266,1,2.0,common_neighbors,case1,Heuristic
A000008,A000349,1,6.0,common_neighbors,case1,Heuristic
A000042,A000082,1,2.0,common_neighbors,case1,Heuristic
A000398,A000505,1,7.0,common_neighbors,case1,Heuristic
A000105,A000230,1,7.0,common_neighbors,case1,Heuristic
A000073,A000229,1,4.0,common_neighbors,case1,Heuristic
A000177,A000493,1,8.0,common_neighbors,case1,Heuristic
A000205,A000420,1,0.0,common_neighbors,case1,Heuristic
A000200,A000569,1,1.0,common_neighbors,case1,Heuristic
A000094,A000373,1,3.0,common_neighbors,case1,Heuristic
A000177,A000225,1,5.0,common_neighbors,case1,Heuristic
A000026,A000362,1,6.0,common_neighbors,case1,Heuristic
A000072,A000150,1,2.0,common_neighbors,case1,Heuristic
A000168,A000492,1,4.0,common_neighbors,case1,Heuristic
A000002,A000398,1,2.0,common_neighbors,case1,Heuristic
A000171,A000255,1,5.0,common_neighbors,case1,Heuristic
A000114,A000552,1,4.0,common_neighbors,case1,Heuristic
A000432,A000433,1,4.0,common_neighbors,case1,Heuristic
A000434,A000443,1,12.0,common_neighbors,case1,Heuristic
A000192,A000245,1,1.0,common_neighbors,case1,Heuristic
A000124,A000367,1,3.0,common_neighbors,case1,Heuristic
A000181,A000531,1,1.0,common_neighbors,case1,Heuristic
A000354,A000396,1,2.0,common_neighbors,case1,Heuristic
A000381,A000391,1,6.0,common_neighbors,case1,Heuristic
A000431,A000487,1,10.0,common_neighbors,case1,Heuristic
A000255,A000347,1,5.0,common_neighbors,case1,Heuristic
A000325,A000383,1,6.0,common_neighbors,case1,Heuristic
A000373,A000552,1,7.0,common_neighbors,case1,Heuristic
A000206,A000557,1,3.0,common_neighbors,case1,Heuristic
A000065,A000359,1,2.0,common_neighbors,case1,Heuristic
A000086,A000446,1,5.0,common_neighbors,case1,Heuristic
A000128,A000451,1,12.0,common_neighbors,case1,Heuristic
A000095,A000541,1,4.0,common_neighbors,case1,Heuristic
A000026,A000335,1,7.0,common_neighbors,case1,Heuristic
A000265,A000475,1,5.0,common_neighbors,case1,Heuristic
A000382,A000407,1,5.0,common_neighbors,case1,Heuristic
A000249,A000336,1,3.0,common_neighbors,case1,Heuristic
A000026,A000529,1,9.0,common_neighbors,case1,Heuristic
A000392,A000496,1,13.0,common_neighbors,case1,Heuristic
A000137,A000550,1,10.0,common_neighbors,case1,Heuristic
A000026,A000043,1,8.0,common_neighbors,case1,Heuristic
A000023,A000363,1,4.0,common_neighbors,case1,Heuristic
A000268,A000523,1,6.0,common_neighbors,case1,Heuristic
A000199,A000450,1,8.0,common_neighbors,case1,Heuristic
A000220,A000441,1,2.0,common_neighbors,case1,Heuristic
A000240,A000309,1,7.0,common_neighbors,case1,Heuristic
A000065,A000499,1,12.0,common_neighbors,case1,Heuristic
A000025,A000420,1,2.0,common_neighbors,case1,Heuristic
A000226,A000261,1,7.0,common_neighbors,case1,Heuristic
A000034,A000321,1,12.0,common_neighbors,case1,Heuristic
A000084,A000501,1,8.0,common_neighbors,case1,Heuristic
A000029,A000556,1,4.0,common_neighbors,case1,Heuristic
A000274,A000344,1,2.0,common_neighbors,case1,Heuristic
A000029,A000279,1,4.0,common_neighbors,case1,Heuristic
A000335,A000451,1,9.0,common_neighbors,case1,Heuristic
A000105,A000125,1,6.0,common_neighbors,case1,Heuristic
A000177,A000383,1,6.0,common_neighbors,case1,Heuristic
A000051,A000174,1,5.0,common_neighbors,case1,Heuristic
A000259,A000425,1,6.0,common_neighbors,case1,Heuristic
A000109,A000229,1,1.0,common_neighbors,case1,Heuristic
A000265,A000472,1,4.0,common_neighbors,case1,Heuristic
A000274,A000323,1,5.0,common_neighbors,case1,Heuristic
A000017,A000097,1,3.0,common_neighbors,case1,Heuristic
A000287,A000368,1,9.0,common_neighbors,case1,Heuristic
A000034,A000538,1,12.0,common_neighbors,case1,Heuristic
A000181,A000208,1,6.0,common_neighbors,case1,Heuristic
A000321,A000391,1,5.0,common_neighbors,case1,Heuristic
A000257,A000424,1,1.0,common_neighbors,case1,Heuristic
A000233,A000568,1,4.0,common_neighbors,case1,Heuristic
A000139,A000262,1,8.0,common_neighbors,case1,Heuristic
A000114,A000190,1,4.0,common_neighbors,case1,Heuristic
A000090,A000557,1,6.0,common_neighbors,case1,Heuristic
A000333,A000432,1,4.0,common_neighbors,case1,Heuristic
A000373,A000412,1,7.0,common_neighbors,case1,Heuristic
A000138,A000200,1,1.0,common_neighbors,case1,Heuristic
A000105,A000403,1,8.0,common_neighbors,case1,Heuristic
A000114,A000569,1,1.0,common_neighbors,case1,Heuristic
A000174,A000279,1,4.0,common_neighbors,case1,Heuristic
A000055,A000516,1,4.0,common_neighbors,case1,Heuristic
A000309,A000318,1,8.0,common_neighbors,case1,Heuristic
A000129,A000468,1,4.0,common_neighbors,case1,Heuristic
A000192,A000452,1,4.0,common_neighbors,case1,Heuristic
A000398,A000444,1,6.0,common_neighbors,case1,Heuristic
A000031,A000426,1,3.0,common_neighbors,case1,Heuristic
A000005,A000139,1,2.0,common_neighbors,case1,Heuristic
A000193,A000348,1,7.0,common_neighbors,case1,Heuristic
A000289,A000381,1,8.0,common_neighbors,case1,Heuristic
A000256,A000493,1,4.0,common_neighbors,case1,Heuristic
A000044,A000320,1,5.0,common_neighbors,case1,Heuristic
A000032,A000141,1,4.0,common_neighbors,case1,Heuristic
A000246,A000543,1,5.0,common_neighbors,case1,Heuristic
A000094,A000326,1,4.0,common_neighbors,case1,Heuristic
A000224,A000537,1,2.0,common_neighbors,case1,Heuristic
A000056,A000237,1,6.0,common_neighbors,case1,Heuristic
A000150,A000327,1,2.0,common_neighbors,case1,Heuristic
A000030,A000039,1,5.0,common_neighbors,case1,Heuristic
A000108,A000247,1,5.0,common_neighbors,case1,Heuristic
A000161,A000312,1,1.0,common_neighbors,case1,Heuristic
A000124,A000355,1,3.0,common_neighbors,case1,Heuristic
A000065,A000529,1,13.0,common_neighbors,case1,Heuristic
A000249,A000357,1,7.0,common_neighbors,case1,Heuristic
A000359,A000459,1,3.0,common_neighbors,case1,Heuristic
A000132,A000524,1,4.0,common_neighbors,case1,Heuristic
A000281,A000537,1,2.0,common_neighbors,case1,Heuristic
A000319,A000499,1,11.0,common_neighbors,case1,Heuristic
A000239,A000329,1,2.0,common_neighbors,case1,Heuristic
A000004,A000506,1,6.0,common_neighbors,case1,Heuristic
A000332,A000492,1,5.0,common_neighbors,case1,Heuristic
A000499,A000518,1,9.0,common_neighbors,case1,Heuristic
A000255,A000275,1,8.0,common_neighbors,case1,Heuristic
A000129,A000383,1,4.0,common_neighbors,case1,Heuristic
A000327,A000393,1,3.0,common_neighbors,case1,Heuristic
A000045,A000321,1,12.0,common_neighbors,case1,Heuristic
A000056,A000361,1,3.0,common_neighbors,case1,Heuristic
A000048,A000403,1,8.0,common_neighbors,case1,Heuristic
A000047,A000268,1,6.0,common_neighbors,case1,Heuristic
A000387,A000398,1,4.0,common_neighbors,case1,Heuristic
A000120,A000304,1,10.0,common_neighbors,case1,Heuristic
A000123,A000487,1,10.0,common_neighbors,case1,Heuristic
A000277,A000392,1,16.0,common_neighbors,case1,Heuristic
A000093,A000383,1,6.0,common_neighbors,case1,Heuristic
A000373,A000513,1,10.0,common_neighbors,case1,Heuristic
A000144,A000177,1,3.0,common_neighbors,case1,Heuristic
A000090,A000474,1,11.0,common_neighbors,case1,Heuristic
A000348,A000479,1,7.0,common_neighbors,case1,Heuristic
A000303,A000319,1,9.0,common_neighbors,case1,Heuristic
A000114,A000477,1,2.0,common_neighbors,case1,Heuristic
A000224,A000504,1,2.0,common_neighbors,case1,Heuristic
A000110,A000203,1,4.0,common_neighbors,case1,Heuristic
A000024,A000028,1,6.0,common_neighbors,case1,Heuristic
A000041,A000239,1,4.0,common_neighbors,case1,Heuristic
A000303,A000335,1,9.0,common_neighbors,case1,Heuristic
A000121,A000449,1,9.0,common_neighbors,case1,Heuristic
A000019,A000250,1,9.0,common_neighbors,case1,Heuristic
A000003,A000426,1,2.0,common_neighbors,case1,Heuristic
A000142,A000515,1,3.0,common_neighbors,case1,Heuristic
A000422,A000434,1,10.0,common_neighbors,case1,Heuristic
A000055,A000475,1,4.0,common_neighbors,case1,Heuristic
A000304,A000311,1,9.0,common_neighbors,case1,Heuristic
A000114,A000249,1,5.0,common_neighbors,case1,Heuristic
A000386,A000407,1,5.0,common_neighbors,case1,Heuristic
A000189,A000272,1,6.0,common_neighbors,case1,Heuristic
A000253,A000525,1,6.0,common_neighbors,case1,Heuristic
A000362,A000491,1,10.0,common_neighbors,case1,Heuristic
A000183,A000474,1,3.0,common_neighbors,case1,Heuristic
A000256,A000272,1,6.0,common_neighbors,case1,Heuristic
A000005,A000391,1,2.0,common_neighbors,case1,Heuristic
A000350,A000424,1,6.0,common_neighbors,case1,Heuristic
A000063,A000373,1,3.0,common_neighbors,case1,Heuristic
A000249,A000475,1,7.0,common_neighbors,case1,Heuristic
A000014,A000559,1,7.0,common_neighbors,case1,Heuristic
A000161,A000220,1,2.0,common_neighbors,case1,Heuristic
