u,v,label,score,model,case,group
A000132,A000524,1,0.9999999999998523,LR(handcrafted),case2,ML(handcrafted)
A000359,A000459,1,0.9975298441438846,LR(handcrafted),case2,ML(handcrafted)
A000249,A000357,1,0.9999999999374465,LR(handcrafted),case2,ML(handcrafted)
A000415,A000428,1,0.999970951721342,LR(handcrafted),case2,ML(handcrafted)
A000065,A000529,1,0.9999999999997724,LR(handcrafted),case2,ML(handcrafted)
A000124,A000355,1,0.9772075674812011,LR(handcrafted),case2,ML(handcrafted)
A000161,A000312,1,0.47305965828628155,LR(handcrafted),case2,ML(handcrafted)
A000108,A000247,1,0.9999998423440071,LR(handcrafted),case2,ML(handcrafted)
A000030,A000039,1,0.9999999692802234,LR(handcrafted),case2,ML(handcrafted)
A000150,A000327,1,0.9999943600440396,LR(handcrafted),case2,ML(handcrafted)
A000056,A000237,1,0.9999944777700476,LR(handcrafted),case2,ML(handcrafted)
A000390,A000399,1,0.9999953988219282,LR(handcrafted),case2,ML(handcrafted)
A000224,A000537,1,0.999705261104088,LR(handcrafted),case2,ML(handcrafted)
A000094,A000326,1,0.9999975389361245,LR(handcrafted),case2,ML(handcrafted)
A000246,A000543,1,0.9999999042631927,LR(handcrafted),case2,ML(handcrafted)
A000032,A000141,1,0.9999992158031642,LR(handcrafted),case2,ML(handcrafted)
A000044,A000320,1,0.9999759009616944,LR(handcrafted),case2,ML(handcrafted)
A000256,A000493,1,0.9981411735083301,LR(handcrafted),case2,ML(handcrafted)
A000289,A000381,1,0.9999979518984549,LR(handcrafted),case2,ML(handcrafted)
A000193,A000348,1,0.9999996648606801,LR(handcrafted),case2,ML(handcrafted)
A000005,A000139,1,0.9998736150074146,LR(handcrafted),case2,ML(handcrafted)
A000031,A000426,1,0.9231680927393596,LR(handcrafted),case2,ML(handcrafted)
A000476,A000516,1,0.11965699763484555,LR(handcrafted),case2,ML(handcrafted)
A000192,A000452,1,0.9999963759150211,LR(handcrafted),case2,ML(handcrafted)
A000129,A000468,1,0.9999993482957628,LR(handcrafted),case2,ML(handcrafted)
A000309,A000318,1,0.9999999999990006,LR(handcrafted),case2,ML(handcrafted)
A000416,A000426,1,0.9660274215133732,LR(handcrafted),case2,ML(handcrafted)
A000055,A000516,1,0.9964224217911352,LR(handcrafted),case2,ML(handcrafted)
A000174,A000279,1,0.9999990518019046,LR(handcrafted),case2,ML(handcrafted)
A000114,A000569,1,0.15347840157016857,LR(handcrafted),case2,ML(handcrafted)
A000105,A000403,1,0.9999717339645608,LR(handcrafted),case2,ML(handcrafted)
A000138,A000200,1,0.5458672054220033,LR(handcrafted),case2,ML(handcrafted)
A000373,A000412,1,0.9999995610416308,LR(handcrafted),case2,ML(handcrafted)
A000333,A000432,1,0.9994713098934199,LR(handcrafted),case2,ML(handcrafted)
A000090,A000557,1,0.9999992012499247,LR(handcrafted),case2,ML(handcrafted)
A000114,A000190,1,0.9722228353908979,LR(handcrafted),case2,ML(handcrafted)
A000139,A000262,1,0.9999999095749674,LR(handcrafted),case2,ML(handcrafted)
A000233,A000568,1,0.9999999717954465,LR(handcrafted),case2,ML(handcrafted)
A000257,A000424,1,0.997596575742449,LR(handcrafted),case2,ML(handcrafted)
A000443,A000491,1,0.9999999999999329,LR(handcrafted),case2,ML(handcrafted)
A000321,A000391,1,0.9998197537401561,LR(handcrafted),case2,ML(handcrafted)
A000181,A000208,1,0.9999516196121221,LR(handcrafted),case2,ML(handcrafted)
A000034,A000538,1,0.9999999999328641,LR(handcrafted),case2,ML(handcrafted)
A000287,A000368,1,0.9999999999999873,LR(handcrafted),case2,ML(handcrafted)
A000017,A000097,1,0.9999999885884306,LR(handcrafted),case2,ML(handcrafted)
A000274,A000323,1,0.9973330895563552,LR(handcrafted),case2,ML(handcrafted)
A000265,A000472,1,0.9997006301904524,LR(handcrafted),case2,ML(handcrafted)
A000109,A000229,1,0.6549897976219887,LR(handcrafted),case2,ML(handcrafted)
A000259,A000425,1,0.9996614110446297,LR(handcrafted),case2,ML(handcrafted)
A000051,A000174,1,0.999999989804167,LR(handcrafted),case2,ML(handcrafted)
A000177,A000383,1,0.9916750738350509,LR(handcrafted),case2,ML(handcrafted)
A000105,A000125,1,0.9998547516971413,LR(handcrafted),case2,ML(handcrafted)
A000335,A000451,1,0.9999999811291452,LR(handcrafted),case2,ML(handcrafted)
A000029,A000279,1,0.9999824859907768,LR(handcrafted),case2,ML(handcrafted)
A000274,A000344,1,0.8116486520994415,LR(handcrafted),case2,ML(handcrafted)
A000029,A000556,1,0.999993827310948,LR(handcrafted),case2,ML(handcrafted)
A000084,A000501,1,0.9999994785024646,LR(handcrafted),case2,ML(handcrafted)
A000034,A000321,1,0.9999999901650877,LR(handcrafted),case2,ML(handcrafted)
A000226,A000261,1,0.9999999997512508,LR(handcrafted),case2,ML(handcrafted)
A000025,A000420,1,0.9517399916496567,LR(handcrafted),case2,ML(handcrafted)
A000065,A000499,1,0.9999999999997333,LR(handcrafted),case2,ML(handcrafted)
A000240,A000309,1,0.9999999943644982,LR(handcrafted),case2,ML(handcrafted)
A000220,A000441,1,0.9999999153199032,LR(handcrafted),case2,ML(handcrafted)
A000199,A000450,1,0.9999999911223171,LR(handcrafted),case2,ML(handcrafted)
A000268,A000523,1,0.9999954734960986,LR(handcrafted),case2,ML(handcrafted)
A000023,A000363,1,0.999999746293508,LR(handcrafted),case2,ML(handcrafted)
A000026,A000043,1,0.9999999225414329,LR(handcrafted),case2,ML(handcrafted)
A000137,A000550,1,0.9999995184435143,LR(handcrafted),case2,ML(handcrafted)
A000026,A000529,1,0.9999999964313757,LR(handcrafted),case2,ML(handcrafted)
A000249,A000336,1,0.9999064345328588,LR(handcrafted),case2,ML(handcrafted)
A000382,A000407,1,0.999975083161405,LR(handcrafted),case2,ML(handcrafted)
A000265,A000475,1,0.9994869731801814,LR(handcrafted),case2,ML(handcrafted)
A000026,A000335,1,0.9999971261049739,LR(handcrafted),case2,ML(handcrafted)
A000095,A000541,1,0.9996483842305516,LR(handcrafted),case2,ML(handcrafted)
A000128,A000451,1,0.9999999999984266,LR(handcrafted),case2,ML(handcrafted)
A000086,A000446,1,0.999999998326397,LR(handcrafted),case2,ML(handcrafted)
A000065,A000359,1,0.9748980782760354,LR(handcrafted),case2,ML(handcrafted)
A000206,A000557,1,0.9999526277703935,LR(handcrafted),case2,ML(handcrafted)
A000373,A000552,1,0.9999997136648655,LR(handcrafted),case2,ML(handcrafted)
A000325,A000383,1,0.9998068545259854,LR(handcrafted),case2,ML(handcrafted)
A000255,A000347,1,0.9970126691661103,LR(handcrafted),case2,ML(handcrafted)
A000381,A000391,1,0.9947089883135477,LR(handcrafted),case2,ML(handcrafted)
A000354,A000396,1,0.9891810654531845,LR(handcrafted),case2,ML(handcrafted)
A000181,A000531,1,0.13013989354113198,LR(handcrafted),case2,ML(handcrafted)
A000124,A000367,1,0.9206598873690254,LR(handcrafted),case2,ML(handcrafted)
A000192,A000245,1,0.9925327120987356,LR(handcrafted),case2,ML(handcrafted)
A000114,A000552,1,0.9999590155862248,LR(handcrafted),case2,ML(handcrafted)
A000171,A000255,1,0.9999997519134165,LR(handcrafted),case2,ML(handcrafted)
