u,v,label,score,model,case,group
A000131,A000134,1,0.9998482031522149,Node2Vec+LR(Hadamard),case2,Embedding
A000259,A000401,1,0.040907902063646334,Node2Vec+LR(Hadamard),case2,Embedding
A000284,A000449,1,0.8767818336694995,Node2Vec+LR(Hadamard),case2,Embedding
A000080,A000086,1,0.9948913981798216,Node2Vec+LR(Hadamard),case2,Embedding
A000337,A000352,1,0.9999676527682655,Node2Vec+LR(Hadamard),case2,Embedding
A000391,A000403,1,0.4312499458895846,Node2Vec+LR(Hadamard),case2,Embedding
A000330,A000515,1,0.70362777978518,Node2Vec+LR(Hadamard),case2,Embedding
A000181,A000349,1,0.6608003369151985,Node2Vec+LR(Hadamard),case2,Embedding
A000087,A000260,1,0.9354035844290519,Node2Vec+LR(Hadamard),case2,Embedding
A000055,A000142,1,0.9018043028592247,Node2Vec+LR(Hadamard),case2,Embedding
A000255,A000274,1,0.19217521975460092,Node2Vec+LR(Hadamard),case2,Embedding
A000128,A000362,1,0.9993015769625915,Node2Vec+LR(Hadamard),case2,Embedding
A000177,A000320,1,0.7218670974373036,Node2Vec+LR(Hadamard),case2,Embedding
A000141,A000398,1,0.10156004516879447,Node2Vec+LR(Hadamard),case2,Embedding
A000178,A000265,1,0.9459574452750904,Node2Vec+LR(Hadamard),case2,Embedding
A000363,A000472,1,0.9949341021949728,Node2Vec+LR(Hadamard),case2,Embedding
A000136,A000445,1,0.9725837100538868,Node2Vec+LR(Hadamard),case2,Embedding
A000225,A000383,1,0.18066998894691988,Node2Vec+LR(Hadamard),case2,Embedding
A000129,A000507,1,0.8719075044078395,Node2Vec+LR(Hadamard),case2,Embedding
A000054,A000230,1,0.9251168165448519,Node2Vec+LR(Hadamard),case2,Embedding
A000377,A000404,1,0.9541468813726743,Node2Vec+LR(Hadamard),case2,Embedding
A000138,A000141,1,0.9358936826703597,Node2Vec+LR(Hadamard),case2,Embedding
A000290,A000372,1,0.9998796376181561,Node2Vec+LR(Hadamard),case2,Embedding
A000142,A000271,1,0.5065632045329648,Node2Vec+LR(Hadamard),case2,Embedding
A000330,A000341,1,0.202448804725821,Node2Vec+LR(Hadamard),case2,Embedding
A000030,A000255,1,0.6271277655873043,Node2Vec+LR(Hadamard),case2,Embedding
A000186,A000274,1,0.6652815198422929,Node2Vec+LR(Hadamard),case2,Embedding
A000159,A000188,1,0.938023332774045,Node2Vec+LR(Hadamard),case2,Embedding
A000088,A000374,1,0.9826078428487438,Node2Vec+LR(Hadamard),case2,Embedding
A000333,A000475,1,0.1825598455512417,Node2Vec+LR(Hadamard),case2,Embedding
A000348,A000444,1,0.8100326603234482,Node2Vec+LR(Hadamard),case2,Embedding
A000247,A000513,1,0.999178944050273,Node2Vec+LR(Hadamard),case2,Embedding
A000231,A000493,1,0.9331297910083463,Node2Vec+LR(Hadamard),case2,Embedding
A000001,A000477,1,0.7247601724498106,Node2Vec+LR(Hadamard),case2,Embedding
A000186,A000508,1,0.8754562305297053,Node2Vec+LR(Hadamard),case2,Embedding
A000019,A000350,1,0.9866402538823529,Node2Vec+LR(Hadamard),case2,Embedding
A000110,A000516,1,0.8214959354992494,Node2Vec+LR(Hadamard),case2,Embedding
A000086,A000458,1,0.9998795863296918,Node2Vec+LR(Hadamard),case2,Embedding
A000262,A000512,1,0.8951829605108698,Node2Vec+LR(Hadamard),case2,Embedding
A000170,A000281,1,0.08407875292675997,Node2Vec+LR(Hadamard),case2,Embedding
A000048,A000424,1,0.7358964998505824,Node2Vec+LR(Hadamard),case2,Embedding
A000227,A000381,1,0.9156028446145918,Node2Vec+LR(Hadamard),case2,Embedding
A000278,A000348,1,0.8941629986031598,Node2Vec+LR(Hadamard),case2,Embedding
A000186,A000537,1,0.942029025937317,Node2Vec+LR(Hadamard),case2,Embedding
A000385,A000426,1,0.01501544239284851,Node2Vec+LR(Hadamard),case2,Embedding
A000146,A000484,1,0.9998586131188176,Node2Vec+LR(Hadamard),case2,Embedding
A000186,A000404,1,0.9838664204482153,Node2Vec+LR(Hadamard),case2,Embedding
A000274,A000378,1,0.35263373218748784,Node2Vec+LR(Hadamard),case2,Embedding
A000047,A000368,1,0.9879107473773221,Node2Vec+LR(Hadamard),case2,Embedding
A000016,A000381,1,0.4290411394789438,Node2Vec+LR(Hadamard),case2,Embedding
A000381,A000386,1,0.8480450586672885,Node2Vec+LR(Hadamard),case2,Embedding
A000266,A000564,1,0.9999434514610689,Node2Vec+LR(Hadamard),case2,Embedding
A000428,A000506,1,0.03672763937239801,Node2Vec+LR(Hadamard),case2,Embedding
A000114,A000198,1,0.9835041100054761,Node2Vec+LR(Hadamard),case2,Embedding
A000375,A000379,1,0.9995379952135903,Node2Vec+LR(Hadamard),case2,Embedding
A000011,A000340,1,0.9570862664815467,Node2Vec+LR(Hadamard),case2,Embedding
A000142,A000334,1,0.0220959484000214,Node2Vec+LR(Hadamard),case2,Embedding
A000398,A000420,1,0.22051849635378476,Node2Vec+LR(Hadamard),case2,Embedding
A000340,A000509,1,0.9993206344177886,Node2Vec+LR(Hadamard),case2,Embedding
A000176,A000442,1,0.911164698027527,Node2Vec+LR(Hadamard),case2,Embedding
A000226,A000372,1,0.9997898961821295,Node2Vec+LR(Hadamard),case2,Embedding
A000306,A000493,1,0.5447076653720443,Node2Vec+LR(Hadamard),case2,Embedding
A000152,A000568,1,0.9994871628476545,Node2Vec+LR(Hadamard),case2,Embedding
A000122,A000493,1,0.9505320365042643,Node2Vec+LR(Hadamard),case2,Embedding
A000477,A000482,1,0.9473177839887258,Node2Vec+LR(Hadamard),case2,Embedding
A000122,A000349,1,0.9993794646887152,Node2Vec+LR(Hadamard),case2,Embedding
A000141,A000507,1,0.5407983826250878,Node2Vec+LR(Hadamard),case2,Embedding
A000175,A000512,1,0.9268261784871223,Node2Vec+LR(Hadamard),case2,Embedding
A000087,A000381,1,0.18638775421566378,Node2Vec+LR(Hadamard),case2,Embedding
A000322,A000398,1,0.2439993292109171,Node2Vec+LR(Hadamard),case2,Embedding
A000010,A000445,1,0.8504238696207554,Node2Vec+LR(Hadamard),case2,Embedding
A000099,A000159,1,0.38888733528435376,Node2Vec+LR(Hadamard),case2,Embedding
A000100,A000177,1,0.6312570298331633,Node2Vec+LR(Hadamard),case2,Embedding
A000134,A000373,1,0.18671271043275767,Node2Vec+LR(Hadamard),case2,Embedding
A000151,A000391,1,0.5255072158945182,Node2Vec+LR(Hadamard),case2,Embedding
A000194,A000281,1,0.8289201865536702,Node2Vec+LR(Hadamard),case2,Embedding
A000089,A000376,1,0.9886838266007664,Node2Vec+LR(Hadamard),case2,Embedding
A000098,A000553,1,0.9961067885300069,Node2Vec+LR(Hadamard),case2,Embedding
A000197,A000401,1,0.9623336158182215,Node2Vec+LR(Hadamard),case2,Embedding
A000016,A000420,1,0.21107393480452438,Node2Vec+LR(Hadamard),case2,Embedding
A000169,A000537,1,0.9920621878112343,Node2Vec+LR(Hadamard),case2,Embedding
A000047,A000287,1,0.9960968854310142,Node2Vec+LR(Hadamard),case2,Embedding
A000503,A000560,1,0.7515996182000602,Node2Vec+LR(Hadamard),case2,Embedding
A000067,A000087,1,0.897307638032259,Node2Vec+LR(Hadamard),case2,Embedding
A000431,A000560,1,0.9993017117508978,Node2Vec+LR(Hadamard),case2,Embedding
A000109,A000425,1,0.7211073252903466,Node2Vec+LR(Hadamard),case2,Embedding
A000381,A000403,1,0.3088399522603504,Node2Vec+LR(Hadamard),case2,Embedding
A000179,A000350,1,0.4203736907520499,Node2Vec+LR(Hadamard),case2,Embedding
A000142,A000416,1,0.2608828401837165,Node2Vec+LR(Hadamard),case2,Embedding
A000080,A000505,1,0.9952304764488372,Node2Vec+LR(Hadamard),case2,Embedding
A000010,A000538,1,0.7446564287097339,Node2Vec+LR(Hadamard),case2,Embedding
A000179,A000374,1,0.9875455843991258,Node2Vec+LR(Hadamard),case2,Embedding
A000080,A000335,1,0.9960493844103009,Node2Vec+LR(Hadamard),case2,Embedding
A000070,A000270,1,0.9966097426532651,Node2Vec+LR(Hadamard),case2,Embedding
A000105,A000250,1,0.902489265447144,Node2Vec+LR(Hadamard),case2,Embedding
A000065,A000335,1,0.8629870174375109,Node2Vec+LR(Hadamard),case2,Embedding
A000288,A000467,1,0.9946967085248936,Node2Vec+LR(Hadamard),case2,Embedding
A000391,A000531,1,0.7050990367889387,Node2Vec+LR(Hadamard),case2,Embedding
A000255,A000507,1,0.08607341017552976,Node2Vec+LR(Hadamard),case2,Embedding
A000156,A000166,1,0.4587250730492134,Node2Vec+LR(Hadamard),case2,Embedding
A000045,A000209,1,0.9937865942039888,Node2Vec+LR(Hadamard),case2,Embedding
A000331,A000556,1,0.7784966224941501,Node2Vec+LR(Hadamard),case2,Embedding
A000109,A000508,1,0.9984076736292848,Node2Vec+LR(Hadamard),case2,Embedding
A000344,A000364,1,0.9999399381941853,Node2Vec+LR(Hadamard),case2,Embedding
A000093,A000348,1,0.5838714795740498,Node2Vec+LR(Hadamard),case2,Embedding
A000158,A000177,1,0.6125923162326075,Node2Vec+LR(Hadamard),case2,Embedding
A000017,A000124,1,0.9981839874184469,Node2Vec+LR(Hadamard),case2,Embedding
A000159,A000248,1,0.9920826278871356,Node2Vec+LR(Hadamard),case2,Embedding
A000136,A000321,1,0.980350035867558,Node2Vec+LR(Hadamard),case2,Embedding
A000018,A000301,1,0.9989929942576653,Node2Vec+LR(Hadamard),case2,Embedding
A000055,A000151,1,0.9980094724189472,Node2Vec+LR(Hadamard),case2,Embedding
A000185,A000234,1,0.9999572957724754,Node2Vec+LR(Hadamard),case2,Embedding
A000063,A000197,1,0.5451232385381354,Node2Vec+LR(Hadamard),case2,Embedding
A000254,A000434,1,0.7745706196475326,Node2Vec+LR(Hadamard),case2,Embedding
A000268,A000305,1,0.860520417307527,Node2Vec+LR(Hadamard),case2,Embedding
A000161,A000220,1,0.9999993861129555,Node2Vec+LR(Hadamard),case2,Embedding
A000014,A000559,1,0.9999096885926226,Node2Vec+LR(Hadamard),case2,Embedding
A000249,A000475,1,0.2809935725561278,Node2Vec+LR(Hadamard),case2,Embedding
A000063,A000373,1,0.34878814691623966,Node2Vec+LR(Hadamard),case2,Embedding
A000350,A000424,1,0.9747890416929749,Node2Vec+LR(Hadamard),case2,Embedding
A000395,A000456,1,0.9988236920610325,Node2Vec+LR(Hadamard),case2,Embedding
A000425,A000493,1,0.10122321034829156,Node2Vec+LR(Hadamard),case2,Embedding
A000005,A000391,1,0.8968566421043386,Node2Vec+LR(Hadamard),case2,Embedding
A000256,A000272,1,0.12318657379986712,Node2Vec+LR(Hadamard),case2,Embedding
A000183,A000474,1,0.013645895635317078,Node2Vec+LR(Hadamard),case2,Embedding
A000362,A000491,1,0.9982014555634802,Node2Vec+LR(Hadamard),case2,Embedding
A000253,A000525,1,0.9995053095348899,Node2Vec+LR(Hadamard),case2,Embedding
A000189,A000272,1,0.7726736729941144,Node2Vec+LR(Hadamard),case2,Embedding
A000426,A000500,1,0.2539568376665874,Node2Vec+LR(Hadamard),case2,Embedding
A000114,A000249,1,0.18368865421814673,Node2Vec+LR(Hadamard),case2,Embedding
A000304,A000311,1,0.9981961189890202,Node2Vec+LR(Hadamard),case2,Embedding
A000055,A000475,1,0.9162903722516229,Node2Vec+LR(Hadamard),case2,Embedding
A000142,A000515,1,0.9469358241279423,Node2Vec+LR(Hadamard),case2,Embedding
A000003,A000426,1,0.7345702207479586,Node2Vec+LR(Hadamard),case2,Embedding
A000019,A000250,1,0.9992136077361237,Node2Vec+LR(Hadamard),case2,Embedding
A000121,A000449,1,0.888297449185984,Node2Vec+LR(Hadamard),case2,Embedding
A000431,A000554,1,0.9960157976283402,Node2Vec+LR(Hadamard),case2,Embedding
A000303,A000335,1,0.996362428755035,Node2Vec+LR(Hadamard),case2,Embedding
A000041,A000239,1,0.9346989091908974,Node2Vec+LR(Hadamard),case2,Embedding
A000024,A000028,1,0.9100826240764558,Node2Vec+LR(Hadamard),case2,Embedding
A000110,A000203,1,0.9322143733727956,Node2Vec+LR(Hadamard),case2,Embedding
A000425,A000507,1,0.1593351552732194,Node2Vec+LR(Hadamard),case2,Embedding
A000224,A000504,1,0.99945116792246,Node2Vec+LR(Hadamard),case2,Embedding
A000114,A000477,1,0.5955822004292609,Node2Vec+LR(Hadamard),case2,Embedding
A000303,A000319,1,0.9852531287062216,Node2Vec+LR(Hadamard),case2,Embedding
A000348,A000479,1,0.8670408454203458,Node2Vec+LR(Hadamard),case2,Embedding
A000090,A000474,1,0.9683050002404906,Node2Vec+LR(Hadamard),case2,Embedding
A000144,A000177,1,0.6926382750754397,Node2Vec+LR(Hadamard),case2,Embedding
A000373,A000513,1,0.9110449193307183,Node2Vec+LR(Hadamard),case2,Embedding
A000093,A000383,1,0.7543820785801397,Node2Vec+LR(Hadamard),case2,Embedding
A000277,A000392,1,0.9820564106728874,Node2Vec+LR(Hadamard),case2,Embedding
A000123,A000487,1,0.9971936530633657,Node2Vec+LR(Hadamard),case2,Embedding
A000120,A000304,1,0.9992776264000675,Node2Vec+LR(Hadamard),case2,Embedding
A000495,A000536,1,0.9999543423259507,Node2Vec+LR(Hadamard),case2,Embedding
A000434,A000491,1,0.9938032918220626,Node2Vec+LR(Hadamard),case2,Embedding
A000047,A000268,1,0.956641047124013,Node2Vec+LR(Hadamard),case2,Embedding
A000048,A000403,1,0.1967795228117499,Node2Vec+LR(Hadamard),case2,Embedding
A000489,A000550,1,0.9860088309005722,Node2Vec+LR(Hadamard),case2,Embedding
A000056,A000361,1,0.999925373040582,Node2Vec+LR(Hadamard),case2,Embedding
A000045,A000321,1,0.9897025576198878,Node2Vec+LR(Hadamard),case2,Embedding
A000327,A000393,1,0.9930151276392748,Node2Vec+LR(Hadamard),case2,Embedding
A000129,A000383,1,0.2058075293187607,Node2Vec+LR(Hadamard),case2,Embedding
A000255,A000275,1,0.8390300100931614,Node2Vec+LR(Hadamard),case2,Embedding
A000332,A000492,1,0.9734965746780042,Node2Vec+LR(Hadamard),case2,Embedding
A000004,A000506,1,0.9727518792042087,Node2Vec+LR(Hadamard),case2,Embedding
A000239,A000329,1,0.9099689272101615,Node2Vec+LR(Hadamard),case2,Embedding
A000319,A000499,1,0.9975423864548656,Node2Vec+LR(Hadamard),case2,Embedding
A000281,A000537,1,0.6969853998169538,Node2Vec+LR(Hadamard),case2,Embedding
A000132,A000524,1,0.9998078142447725,Node2Vec+LR(Hadamard),case2,Embedding
A000359,A000459,1,0.9995807265016228,Node2Vec+LR(Hadamard),case2,Embedding
A000249,A000357,1,0.9884184783741384,Node2Vec+LR(Hadamard),case2,Embedding
A000415,A000428,1,0.8077029314929448,Node2Vec+LR(Hadamard),case2,Embedding
A000065,A000529,1,0.9800956389167577,Node2Vec+LR(Hadamard),case2,Embedding
A000124,A000355,1,0.7110406057776947,Node2Vec+LR(Hadamard),case2,Embedding
A000161,A000312,1,0.33506066030724463,Node2Vec+LR(Hadamard),case2,Embedding
A000108,A000247,1,0.9996760171261301,Node2Vec+LR(Hadamard),case2,Embedding
A000030,A000039,1,0.9979456324315955,Node2Vec+LR(Hadamard),case2,Embedding
A000150,A000327,1,0.9999673200645204,Node2Vec+LR(Hadamard),case2,Embedding
A000056,A000237,1,0.9226052544687703,Node2Vec+LR(Hadamard),case2,Embedding
A000390,A000399,1,0.9999613107341008,Node2Vec+LR(Hadamard),case2,Embedding
A000224,A000537,1,0.9999342075435325,Node2Vec+LR(Hadamard),case2,Embedding
A000094,A000326,1,0.9996006958965604,Node2Vec+LR(Hadamard),case2,Embedding
A000246,A000543,1,0.9999190757913212,Node2Vec+LR(Hadamard),case2,Embedding
A000032,A000141,1,0.9881480140248076,Node2Vec+LR(Hadamard),case2,Embedding
A000044,A000320,1,0.9710508170065815,Node2Vec+LR(Hadamard),case2,Embedding
A000256,A000493,1,0.4420992489970932,Node2Vec+LR(Hadamard),case2,Embedding
A000289,A000381,1,0.8016044387793522,Node2Vec+LR(Hadamard),case2,Embedding
A000193,A000348,1,0.9318657427915363,Node2Vec+LR(Hadamard),case2,Embedding
A000005,A000139,1,0.9080890206199991,Node2Vec+LR(Hadamard),case2,Embedding
A000031,A000426,1,0.5903932052191159,Node2Vec+LR(Hadamard),case2,Embedding
A000476,A000516,1,0.08639203095903444,Node2Vec+LR(Hadamard),case2,Embedding
A000192,A000452,1,0.9531398820899352,Node2Vec+LR(Hadamard),case2,Embedding
A000129,A000468,1,0.9971569858367246,Node2Vec+LR(Hadamard),case2,Embedding
A000309,A000318,1,0.9999999511859886,Node2Vec+LR(Hadamard),case2,Embedding
A000416,A000426,1,0.05892127943571999,Node2Vec+LR(Hadamard),case2,Embedding
A000055,A000516,1,0.04836782228605088,Node2Vec+LR(Hadamard),case2,Embedding
A000174,A000279,1,0.9968564514835212,Node2Vec+LR(Hadamard),case2,Embedding
A000114,A000569,1,0.9200054865874389,Node2Vec+LR(Hadamard),case2,Embedding
A000105,A000403,1,0.3106460253641846,Node2Vec+LR(Hadamard),case2,Embedding
A000138,A000200,1,0.9043416909439309,Node2Vec+LR(Hadamard),case2,Embedding
A000373,A000412,1,0.07967761945578962,Node2Vec+LR(Hadamard),case2,Embedding
A000333,A000432,1,0.9054568189813706,Node2Vec+LR(Hadamard),case2,Embedding
A000090,A000557,1,0.9900664274148037,Node2Vec+LR(Hadamard),case2,Embedding
A000114,A000190,1,0.1435133560286698,Node2Vec+LR(Hadamard),case2,Embedding
A000139,A000262,1,0.9608212036399141,Node2Vec+LR(Hadamard),case2,Embedding
A000233,A000568,1,0.993279637020661,Node2Vec+LR(Hadamard),case2,Embedding
A000257,A000424,1,0.08869527166232019,Node2Vec+LR(Hadamard),case2,Embedding
A000443,A000491,1,0.9992333992476035,Node2Vec+LR(Hadamard),case2,Embedding
A000321,A000391,1,0.13842065416228877,Node2Vec+LR(Hadamard),case2,Embedding
A000181,A000208,1,0.8718253073821637,Node2Vec+LR(Hadamard),case2,Embedding
A000034,A000538,1,0.9961576638449405,Node2Vec+LR(Hadamard),case2,Embedding
A000287,A000368,1,0.9934540171937951,Node2Vec+LR(Hadamard),case2,Embedding
A000017,A000097,1,0.9999969646243039,Node2Vec+LR(Hadamard),case2,Embedding
A000274,A000323,1,0.2353444363322599,Node2Vec+LR(Hadamard),case2,Embedding
A000265,A000472,1,0.9394625927548669,Node2Vec+LR(Hadamard),case2,Embedding
A000109,A000229,1,0.9989280367964829,Node2Vec+LR(Hadamard),case2,Embedding
A000259,A000425,1,0.32738618504978234,Node2Vec+LR(Hadamard),case2,Embedding
A000051,A000174,1,0.9967077854285052,Node2Vec+LR(Hadamard),case2,Embedding
A000177,A000383,1,0.17497050292044983,Node2Vec+LR(Hadamard),case2,Embedding
A000105,A000125,1,0.2523300543868616,Node2Vec+LR(Hadamard),case2,Embedding
A000335,A000451,1,0.9984326773542501,Node2Vec+LR(Hadamard),case2,Embedding
A000029,A000279,1,0.9759792748037572,Node2Vec+LR(Hadamard),case2,Embedding
A000274,A000344,1,0.1633419375445678,Node2Vec+LR(Hadamard),case2,Embedding
A000029,A000556,1,0.09027226426024104,Node2Vec+LR(Hadamard),case2,Embedding
A000084,A000501,1,0.9952819756648543,Node2Vec+LR(Hadamard),case2,Embedding
A000034,A000321,1,0.9913320691743316,Node2Vec+LR(Hadamard),case2,Embedding
A000226,A000261,1,0.9998453789224694,Node2Vec+LR(Hadamard),case2,Embedding
A000025,A000420,1,0.026764004066790418,Node2Vec+LR(Hadamard),case2,Embedding
A000065,A000499,1,0.9782870010912995,Node2Vec+LR(Hadamard),case2,Embedding
A000240,A000309,1,0.9999218081379011,Node2Vec+LR(Hadamard),case2,Embedding
A000220,A000441,1,0.9999995341782464,Node2Vec+LR(Hadamard),case2,Embedding
A000199,A000450,1,0.9311121145973357,Node2Vec+LR(Hadamard),case2,Embedding
A000268,A000523,1,0.9967315822129922,Node2Vec+LR(Hadamard),case2,Embedding
A000023,A000363,1,0.9998757173767054,Node2Vec+LR(Hadamard),case2,Embedding
A000026,A000043,1,0.9956821901409997,Node2Vec+LR(Hadamard),case2,Embedding
A000137,A000550,1,0.9934153011060417,Node2Vec+LR(Hadamard),case2,Embedding
A000026,A000529,1,0.9964496723533304,Node2Vec+LR(Hadamard),case2,Embedding
A000249,A000336,1,0.7112535399685106,Node2Vec+LR(Hadamard),case2,Embedding
A000382,A000407,1,0.9652917709106597,Node2Vec+LR(Hadamard),case2,Embedding
A000265,A000475,1,0.7258736654166235,Node2Vec+LR(Hadamard),case2,Embedding
