u,v,label,score,model,case,group
A000210,A000548,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000170,A000233,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000087,A000546,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000262,A000373,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000298,A000523,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000179,A000496,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000192,A000307,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000031,A000464,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000281,A000484,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000421,A000511,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000464,A000563,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000020,A000114,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000010,A000526,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000063,A000170,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000089,A000141,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000413,A000513,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000137,A000179,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000334,A000503,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000104,A000569,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000391,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000143,A000162,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000381,A000480,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000301,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000329,A000453,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000230,A000334,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000124,A000238,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000037,A000206,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000321,A000531,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000076,A000240,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000198,A000445,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000227,A000333,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000391,A000480,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000335,A000474,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000189,A000281,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000416,A000500,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000196,A000440,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000141,A000155,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000320,A000325,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000418,A000459,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000265,A000566,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000366,A000554,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000364,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000125,A000179,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000134,A000165,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000001,A000107,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000250,A000350,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000476,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000131,A000134,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000259,A000401,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000284,A000449,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000080,A000086,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000337,A000352,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000391,A000403,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000330,A000515,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000349,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000087,A000260,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000055,A000142,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000255,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000128,A000362,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000320,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000141,A000398,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000178,A000265,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000363,A000472,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000136,A000445,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000225,A000383,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000129,A000507,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000054,A000230,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000377,A000404,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000138,A000141,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000290,A000372,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000142,A000271,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000330,A000341,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000030,A000255,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000186,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000159,A000188,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000088,A000374,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000333,A000475,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000348,A000444,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000247,A000513,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000231,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000001,A000477,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000186,A000508,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000019,A000350,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000110,A000516,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000086,A000458,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000262,A000512,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000170,A000281,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000048,A000424,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000227,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000278,A000348,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000186,A000537,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000385,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000146,A000484,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000186,A000404,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000274,A000378,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000047,A000368,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000016,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000381,A000386,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000266,A000564,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000428,A000506,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000198,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000375,A000379,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000011,A000340,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000142,A000334,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000398,A000420,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000340,A000509,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000176,A000442,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000226,A000372,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000306,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000152,A000568,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000122,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000477,A000482,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000122,A000349,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000141,A000507,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000175,A000512,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000087,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000322,A000398,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000010,A000445,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000099,A000159,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000100,A000177,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000134,A000373,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000151,A000391,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000194,A000281,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000089,A000376,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000098,A000553,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000197,A000401,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000016,A000420,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000169,A000537,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000047,A000287,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000503,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000067,A000087,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000431,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000109,A000425,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000381,A000403,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000179,A000350,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000142,A000416,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000080,A000505,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000010,A000538,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000179,A000374,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000080,A000335,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000070,A000270,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000105,A000250,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000065,A000335,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000288,A000467,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000391,A000531,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000255,A000507,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000156,A000166,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000045,A000209,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000331,A000556,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000109,A000508,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000344,A000364,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000093,A000348,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000158,A000177,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000017,A000124,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000159,A000248,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000136,A000321,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000018,A000301,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000055,A000151,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000185,A000234,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000063,A000197,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000254,A000434,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000268,A000305,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000161,A000220,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000014,A000559,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000249,A000475,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000063,A000373,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000350,A000424,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000395,A000456,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000425,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000005,A000391,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000256,A000272,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000183,A000474,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000362,A000491,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000253,A000525,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000189,A000272,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000426,A000500,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000249,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000304,A000311,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000055,A000475,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000142,A000515,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000003,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000019,A000250,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000121,A000449,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000431,A000554,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000303,A000335,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000041,A000239,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000024,A000028,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000110,A000203,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000425,A000507,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000224,A000504,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000477,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000303,A000319,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000348,A000479,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000090,A000474,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000144,A000177,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000373,A000513,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000093,A000383,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000277,A000392,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000123,A000487,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000120,A000304,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000495,A000536,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000434,A000491,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000047,A000268,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000048,A000403,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000489,A000550,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000056,A000361,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000045,A000321,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000327,A000393,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000129,A000383,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000255,A000275,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000332,A000492,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000004,A000506,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000239,A000329,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000319,A000499,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000281,A000537,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000132,A000524,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000359,A000459,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000249,A000357,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000415,A000428,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000065,A000529,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000124,A000355,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000161,A000312,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000108,A000247,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000030,A000039,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000150,A000327,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000056,A000237,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000390,A000399,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000224,A000537,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000094,A000326,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000246,A000543,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000032,A000141,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000044,A000320,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000256,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000289,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000193,A000348,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000005,A000139,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000031,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000476,A000516,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000192,A000452,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000129,A000468,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000309,A000318,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000416,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000055,A000516,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000174,A000279,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000569,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000105,A000403,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000138,A000200,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000373,A000412,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000333,A000432,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000090,A000557,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000190,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000139,A000262,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000233,A000568,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000257,A000424,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000443,A000491,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000321,A000391,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000208,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000034,A000538,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000287,A000368,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000017,A000097,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000274,A000323,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000265,A000472,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000109,A000229,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000259,A000425,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000051,A000174,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000383,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000105,A000125,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000335,A000451,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000029,A000279,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000274,A000344,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000029,A000556,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000084,A000501,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000034,A000321,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000226,A000261,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000025,A000420,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000065,A000499,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000240,A000309,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000220,A000441,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000199,A000450,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000268,A000523,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000023,A000363,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000026,A000043,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000137,A000550,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000026,A000529,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000249,A000336,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000382,A000407,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000265,A000475,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000026,A000335,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000095,A000541,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000128,A000451,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000086,A000446,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000065,A000359,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000206,A000557,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000373,A000552,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000325,A000383,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000255,A000347,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000381,A000391,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000354,A000396,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000531,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000124,A000367,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000192,A000245,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000552,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000171,A000255,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000002,A000398,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000168,A000492,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000072,A000150,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000026,A000362,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000225,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000094,A000373,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000200,A000569,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000205,A000420,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000073,A000229,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000105,A000230,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000042,A000082,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000008,A000349,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000249,A000266,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000319,A000362,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000023,A000477,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000043,A000518,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000253,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000189,A000391,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000033,A000125,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000109,A000513,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000195,A000318,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000407,A000516,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000084,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000516,A000532,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000059,A000448,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000190,A000506,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000486,A000535,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000402,A000474,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000087,A000213,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000109,A000430,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000047,A000379,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000143,A000402,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000380,A000467,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000332,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000026,A000518,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
